,date,Institution_Total,Foreign_Investor,Investment_Trust,Dealer,Dealer_Hedging,Dealer_self,Foreign_Dealer_Self,Open,High,Low,Close,Volume,MA5,MA10,MA20,MA60,RSI
20170424,20170424,2114033827,2532195247,127457550,0,-610511313,64892343,0,9742.910156,9772.959961,9683.700195,9717.950195,1467700,9690.910156,9739.066016,9808.298535,9721.729982,44.98793696
20170425,20170425,14331761151,13071655853,-143124937,0,1168711808,234518427,0,9737.820313,9841.709961,9737.820313,9841.709961,2097800,9709.940234,9739.99502,9805.23501,9730.058986,55.41032506
20170426,20170426,11566679794,11153019520,-49623754,0,468197728,-4913700,0,9859.110352,9865.879883,9827.469727,9856.450195,2146400,9753.242187,9743.87207,9804.219043,9739.031154,56.46817904
20170427,20170427,2769653802,3640472801,-139052440,0,-684225883,-47540676,0,9859.450195,9863.519531,9823.849609,9860.620117,1830500,9798.828125,9746.266113,9803.427539,9747.85049,56.78055588
20170428,20170428,2568297582,3277781550,325111396,0,-334654494,-699940870,0,9868.379883,9897.040039,9845.839844,9872,2208800,9829.746094,9760.173144,9804.215039,9755.316326,57.67320732
20170502,20170502,11470666097,11128969914,-44014611,0,243535768,142175026,0,9926.44043,9951.139648,9925.75,9941.269531,2064300,9874.409961,9782.660058,9808.870996,9763.538315,62.72053536
20170503,20170503,5826050345,7045795964,-7617404,0,-1061215275,-150912940,0,9957.620117,9979.910156,9937.990234,9955.330078,1702700,9897.133984,9803.537109,9816.061524,9772.310988,63.66761124
20170504,20170504,4707165430,4953207194,203533550,0,-481490630,31915316,0,9962.730469,9973.759766,9938.959961,9967.639648,1816700,9919.371875,9836.307031,9816.969482,9780.845656,64.51748583
20170505,20170505,-3073164573,-939481878,-102788140,0,-1953045012,-77849543,0,9954.94043,9960.990234,9899.94043,9899.94043,1708400,9927.235937,9863.032031,9817.076514,9786.877833,56.66668196
20170508,20170508,4840077137,6057792651,-179602656,0,-537634154,-500478704,0,9934.129883,9964.860352,9900.070313,9937.25,1860700,9940.285937,9885.016015,9820.270508,9793.256007,59.58542576
20170509,20170509,2533449794,5606289142,-263916878,0,-1747053478,-1061868992,0,9967.009766,10001.94043,9899.080078,9915.480469,2425200,9935.128125,9904.769043,9821.917529,9799.459848,57.16593026
20170510,20170510,6687211364,5161784938,-172341747,0,1280230243,417537930,0,9935.219727,9971.980469,9932.169922,9968.320313,1972100,9937.726172,9917.430078,9828.712549,9805.762192,61.27611062
20170511,20170511,3763753302,4070123440,184222770,0,-569591138,78998230,0,9968.509766,10018.79004,9964.299805,10001.48047,2145200,9944.494336,9931.933105,9837.902588,9811.360369,63.63442512
20170512,20170512,3548114581,1711099516,219691691,0,1142462564,474860810,0,9981.769531,10008.25,9961.370117,9986.820313,1833700,9961.870313,9944.553125,9845.409619,9815.968703,61.84131013
20170515,20170515,3432748296,665033651,923742572,0,1433109534,410862539,0,9978.280273,10036.82031,9978.280273,10036.82031,1810800,9981.784375,9961.035156,9860.60415,9821.26937,65.4202467
20170516,20170516,3375653271,747005409,2508493081,0,-105661140,225815921,0,10037.58008,10058.58984,9991.080078,10031.49023,2176300,10004.98633,9970.057227,9876.358643,9825.131544,64.7233477
20170517,20170517,-87953236,953700584,-305296162,0,-484359991,-251997667,0,10019.62012,10029.62012,9967.969727,10013.66992,1822400,10014.05625,9975.891211,9889.71416,9829.171876,62.33257082
20170518,20170518,-3368818865,-3860437353,-158170194,0,702298960,-52510278,0,9952.639648,9969.450195,9895.650391,9969.450195,1786200,10007.6502,9976.072266,9906.189648,9832.666717,56.73247754
20170519,20170519,-602170535,-1272804909,-432452435,0,932596419,170490390,0,9970.400391,9979.730469,9947.139648,9947.620117,1852200,9999.810156,9980.840234,9921.936133,9835.461719,54.14621711
20170522,20170522,1931531163,1108804124,-96100964,0,691066343,227761660,0,9965.080078,9997.259766,9960.94043,9997.259766,1636800,9991.898047,9986.841211,9935.928613,9839.529378,58.75102737
20170523,20170523,6031653857,2974682157,254270450,0,2632610100,170091150,0,9994.679688,10038.2002,9992.580078,10007.83984,1747800,9987.167969,9996.077149,9950.423096,9843.594548,59.68041623
20170524,20170524,2676909072,1087134483,136716718,0,1568791111,-115733240,0,10014.15039,10059.74023,10014.15039,10044.41992,1748400,9993.317969,10003.68711,9960.558594,9848.021875,62.80113382
20170525,20170525,9625794745,6171432314,-527405030,0,3818344571,163422890,0,10059.91016,10108.49023,10059.2002,10108.49023,2021300,10021.12598,10014.38809,9973.160596,9853.674886,67.54008944
20170526,20170526,397142086,1633913357,-797434979,0,-248438722,-190897570,0,10090.17969,10121.87988,10072.83984,10101.9502,1914300,10051.99199,10025.90107,9985.2271,9859.532894,66.60730142
20170531,20170531,-4400946538,-5197896182,-308639900,0,1005096364,100493180,0,10095.9502,10116.12988,10025.87988,10040.71973,2713500,10060.68398,10026.29102,9993.663086,9865.631885,58.4659539
20170601,20170601,3161163718,2566409167,-390609976,0,1000617467,-15252940,0,10064.44043,10100.37012,10059.92969,10087.41992,1983100,10076.6,10031.88398,10000.97061,9872.225553,62.25531553
20170602,20170602,5748691648,4278887059,71845590,0,1255157599,142801400,0,10117.75977,10152.53027,10117.05957,10152.53027,2100600,10098.22207,10045.77002,10010.83062,9880.630892,66.8028743
20170603,20170603,313143765,64460014,-663580640,0,365324696,546939695,0,10155.56,10164.98,10140.28,10158.15,2154350,10108.15402,10064.64,10020.35613,9888.556227,67.17052578
20170605,20170605,4789455479,3896553278,-440151826,0,989003539,344050488,0,10164.88965,10226.83984,10164.88965,10226.83984,2208100,10133.13195,10092.56197,10036.7011,9896.702386,71.34748785
20170606,20170606,-598716591,902747752,-435727950,0,-901444017,-164292376,0,10213.16992,10221.63965,10190.38965,10206.17969,2078600,10166.22395,10113.45396,10050.14759,9904.247878,68.52350582
20170607,20170607,1869082275,2300992023,-521801767,0,544401885,-454509866,0,10216.13965,10242.38965,10183.15039,10209.99023,2239900,10190.73801,10133.669,10064.87308,9913.437542,68.76903715
20170608,20170608,2189451167,2500234840,-225664925,0,-348996190,263877442,0,10215.92969,10235.7002,10211,10225.78027,1756200,10205.38801,10151.80504,10077.74607,9923.402386,69.81960978
20170609,20170609,-4130183489,-3377156998,-790199050,0,195643006,-158470447,0,10238.54981,10268.37012,10198.79981,10199.65039,2205300,10213.68809,10160.92105,10087.65457,9931.774229,65.87074541
20170612,20170612,-12930781860,-13822226237,-392815053,0,529391950,754867480,0,10137.04004,10158.63965,10109.95996,10109.95996,1800300,10190.31211,10161.72203,10093.81155,9937.870062,54.48058362
20170613,20170613,-8437282455,-8384513876,-269840443,0,264991346,-47919482,0,10109.7002,10146.66992,10109.7002,10128.15039,1635400,10174.70625,10170.4651,10098.37806,9944.334076,56.13717522
20170614,20170614,-5007855752,-2098204444,-440740323,0,-1461434020,-1007476965,0,10142.79981,10165.30957,10033.25,10072.45996,2131200,10147.2002,10168.9691,10100.42654,9948.244574,50.12297479
20170615,20170615,-395127628,293708509,-560984020,0,130758412,-258610529,0,10079.13965,10089.07031,10046.79981,10088.34961,1647300,10119.71406,10162.55104,10104.16053,9951.238893,51.71254618
20170616,20170616,3140503569,2818222947,-497179961,0,496479555,322981028,0,10078.69043,10159.46973,10073.12012,10156.73047,2120200,10111.13008,10162.40908,10113.52454,9955.301572,57.92681265
20170619,20170619,4751225637,2509867503,614700622,0,512588412,1114069100,0,10162.21973,10250.59961,10162.21973,10250.59961,1878500,10139.25801,10164.78506,10128.67352,9959.936729,64.65185675
20170620,20170620,1332656880,1403470112,275770597,0,-263182319,-83401510,0,10286.79004,10354.37012,10286.79004,10324.45996,1913800,10178.51992,10176.61309,10145.03353,9966.633392,68.86846689
20170621,20170621,5298375889,2459516966,185443381,0,452993850,2200421692,0,10310.96973,10379.82031,10274.75,10349.71973,2399200,10233.97187,10190.58604,10162.12752,9973.616384,70.17863491
20170622,20170622,5851924212,2868081717,43985437,0,1649328400,1290528658,0,10369.08008,10403.36035,10368.92969,10399.05957,2010500,10296.11387,10207.91396,10179.8595,9981.884369,72.60394688
20170623,20170623,-1970846274,-2927059096,-277757234,0,675983758,557986298,0,10403.55957,10422.33008,10374.00977,10377.7002,1952000,10340.30781,10225.71895,10193.32,9990.233213,69.95170072
20170626,20170626,18751966716,17143653702,49503257,0,885452670,673357087,0,10341.86035,10513.95996,10341.86035,10513.95996,2648600,10392.97988,10266.11895,10213.92049,10000.85838,75.97995094
20170627,20170627,2525885452,109749434,-462307660,0,1211465220,1666978458,0,10513,10545.7002,10489.09961,10512.05957,2660200,10430.4998,10304.50986,10237.48748,10011.78854,75.75169413
20170628,20170628,-1125524430,-1292005302,-697160846,0,804090834,59550884,0,10459.16992,10459.16992,10382.80957,10390.54981,3121300,10438.66582,10336.31885,10252.64397,10020.82853,62.76756304
20170629,20170629,2896875012,4089971411,-699254078,0,187382392,-681224713,0,10442.17969,10476.50977,10390.90039,10421.65039,2867000,10443.18398,10369.64893,10266.09998,10030.99737,64.44727757
20170630,20170630,-584242699,400694746,-1755255359,0,563766644,206551270,0,10367.25977,10395.07031,10329.83984,10395.07031,2376900,10446.65801,10393.48291,10277.946,10038.42387,61.87793399
20170703,20170703,-385434402,-324858643,-496983850,0,409687599,26720492,0,10368.99023,10412.79004,10363.5,10412.79004,2157100,10426.42402,10409.70195,10287.24351,10047.00704,62.93870972
20170704,20170704,-5085623626,-4395780455,-545152923,0,-54279394,-90410854,0,10397.92969,10421.71973,10347.78027,10347.78027,2445100,10393.56816,10412.03398,10294.32354,10054.91388,56.70463517
20170705,20170705,162608859,-2225654379,-415722365,0,1241367383,1562618220,0,10352.38965,10404.79004,10304.74023,10404.79004,1994200,10396.41621,10417.54102,10304.06353,10063.61804,60.40815938
20170706,20170706,-253554111,407066,-118793614,0,199233905,-334401468,0,10380.66016,10381.2002,10336.32031,10368.2002,1694000,10385.72617,10414.45508,10311.18452,10072.54771,57.0359213
20170707,20170707,-8219608317,-6245876825,-825635749,0,-480341693,-667754050,0,10343.29981,10343.29981,10294.69043,10297.25,1754100,10366.16211,10406.41006,10316.0645,10080.54055,51.08120006
20170710,20170710,-1771970113,-2142219868,-183871200,0,478514949,75606006,0,10310.74023,10331.11035,10283.9502,10289.91016,1964700,10341.58613,10384.00508,10325.06201,10088.09439,50.49388695
20170711,20170711,12762562233,11195477696,-174825005,0,1549074126,192835416,0,10313.08008,10415.57031,10313.08008,10415.57031,2039900,10355.14414,10374.35615,10339.43301,10099.47174,59.15284887
20170712,20170712,5803181235,3083694866,904389875,0,1582906270,232190224,0,10396.96973,10450.87012,10393.54004,10420.67969,2196800,10358.32207,10377.36914,10356.84399,10111.20973,59.46331207
20170713,20170713,-1400792548,942737271,-215283002,0,-1250303994,-877942823,0,10418.74023,10485.28027,10418.74023,10460.15039,2645100,10376.71211,10381.21914,10375.43403,10123.10291,61.87410634
20170714,20170714,-2340432179,-2102534169,-179729574,0,95554004,-153722440,0,10450.91992,10466.33984,10423.40039,10443.91016,2292900,10406.04414,10386.10312,10389.79302,10136.5024,60.28546223
20170717,20170717,1913451967,1076776567,-384723851,0,1415235139,-193835888,0,10467.26953,10490.04981,10436.30957,10457.54004,2183500,10439.57012,10390.57812,10400.14004,10150.2499,61.18617967
20170718,20170718,-641677927,1070346457,-769700780,0,-736479074,-205844530,0,10447.46973,10481.25977,10429.84961,10481.25977,2035100,10452.70801,10403.92607,10407.98003,10162.98072,62.76870071
20170719,20170719,3093836251,4199000604,20910175,0,12241069,-1138315597,0,10472.80957,10537.41992,10472.80957,10506.09961,2351900,10469.79199,10414.05703,10415.79902,10176.11655,64.40540781
20170720,20170720,-2590084936,-1213067098,-1011878870,0,-115924305,-249214663,0,10513.12012,10534.51953,10483.54004,10499.36035,2273600,10477.63398,10427.17305,10420.81406,10187.07739,63.58865569
20170721,20170721,-4684634094,-4793986969,-862190623,0,352097308,619446190,0,10468.46973,10477.71973,10428.55957,10436.7002,1904900,10476.19199,10441.11807,10423.76406,10196.74822,56.42399079
20170724,20170724,1171191571,1226358443,-748201926,0,752216084,-59181030,0,10426.12988,10461.28027,10406.80957,10461.28027,1756400,10476.94004,10458.25508,10421.13008,10206.75922,58.40390017
20170725,20170725,858955425,458267334,-375403220,0,864012271,-87920960,0,10455.13965,10473.98047,10442.84961,10463.15039,1959500,10473.31816,10463.01309,10418.68462,10216.61173,58.55817928
20170726,20170726,-4226380391,-2468842218,-321496543,0,-274067670,-1161973960,0,10477.15039,10500.11035,10416.57031,10419.11035,2344100,10455.92031,10462.85615,10420.11265,10224.57574,53.52359988
20170727,20170727,4905350103,4976267111,-777693796,0,1010726560,-303949772,0,10427.83008,10516.23047,10427.83008,10508.37012,2487900,10457.72227,10467.67812,10424.44863,10233.79308,60.8672037
20170728,20170728,-8540817382,-6337839269,-610736634,0,-813382900,-778858579,0,10480.66992,10480.66992,10410.53027,10423.04981,1915800,10454.99219,10465.59209,10425.84761,10241.38325,52.35206118
20170731,20170731,-1351666133,-1212308511,-467647894,0,685741490,-357451218,0,10396.75977,10427.33008,10366.16992,10427.33008,2036800,10448.20215,10462.57109,10426.57461,10250.17307,52.70948732
20170801,20170801,1964666741,287983808,-617515230,0,2279811698,14386465,0,10408.53027,10470.03027,10408.53027,10437.29004,2391000,10443.03008,10458.17412,10431.0501,10258.50707,53.58205467
20170802,20170802,8856547527,8698393260,-50082784,0,285632903,-77395852,0,10479.25977,10519.26953,10479.25977,10519.26953,2351400,10463.06191,10459.49111,10436.77407,10268.57022,60.10670332
20170803,20170803,-7833695348,-5620820183,-1138141460,0,-709951112,-364782593,0,10464.09961,10478.62012,10427.71973,10469.87988,2125000,10455.36387,10456.54307,10441.85806,10276.92955,55.08320978
20170804,20170804,-1741539154,-1945247185,257531418,0,22324065,-76147452,0,10470.95996,10510.7002,10466.25,10506.55957,2439200,10472.06582,10463.529,10452.32354,10285.34754,57.89747762
20170807,20170807,1410487485,-523046317,739709095,0,853515657,340309050,0,10521.69043,10592.30957,10521.69043,10579.37988,2543100,10502.47578,10475.33896,10466.79702,10295.22353,62.87117668
20170808,20170808,-2258672895,-683359280,67965604,0,-1129498802,-513780417,0,10598.58984,10619.41992,10533.71973,10568.96973,2898600,10528.81172,10485.9209,10474.46699,10304.09269,61.7481636
20170809,20170809,-9859250582,-6951214401,-357350988,0,-1068782306,-1481902887,0,10523.50977,10536.19043,10457.51953,10470.37988,2590000,10519.03379,10491.04785,10476.952,10311.40751,52.23260039
20170810,20170810,-2030128399,1271297772,-416506830,0,-1794924348,-1089994993,0,10470.03027,10477.79004,10303.46973,10329.74023,3032100,10491.00586,10473.18486,10470.43149,10316.67535,42.23411663
20170811,20170811,-8912364700,-9084922700,-589382040,0,1387989133,-626049093,0,10267.04981,10338.05957,10238.5,10329.57031,2408500,10455.60801,10463.83691,10464.7145,10322.67735,42.22360012
20170814,20170814,-5402694413,-1924112000,-538922760,0,-2056157993,-883501660,0,10347.66016,10365.21973,10225.28027,10225.28027,2531500,10384.78809,10443.63193,10453.10151,10327.30502,36.25636642
20170815,20170815,1654418860,1995899628,301147024,0,170017333,-812645125,0,10271.03027,10336.21973,10271.03027,10311.16016,2296200,10333.22617,10431.01895,10444.59653,10332.5367,43.35555055
20170816,20170816,-4864809661,-4566782821,878208679,0,-989440193,-186795326,0,10302.83008,10322.37988,10245.71973,10290.38965,2510400,10297.22812,10408.13096,10433.81104,10337.24586,42.13336231
20170817,20170817,4079223812,3146146246,257503770,0,683365200,-7791404,0,10302.54004,10372.41016,10302.54004,10369.37012,2588000,10305.1541,10398.07998,10427.31152,10342.6617,48.12207236
20170818,20170818,-5155432000,-4804836241,-166332717,0,-358539865,174276823,0,10324.83008,10330.38965,10259.83008,10321.33008,2316000,10303.50605,10379.55703,10421.54302,10346.20903,45.06693074
20170821,20170821,-1969181363,-2550093923,49726006,0,529450561,1735993,0,10316.08984,10336.37012,10282.71973,10326.38965,2165200,10323.72793,10354.25801,10414.79849,10349.94968,45.45966588
20170822,20170822,6010231362,3948838164,461844410,0,1545947043,53601745,0,10353.37012,10410.46973,10353.37012,10392.07031,2482000,10339.90996,10336.56807,10411.24448,10355.80553,50.41553826
20170823,20170823,-1149947974,498193304,579902890,0,-563712789,-1664331379,0,10418.32031,10458.91016,10378.00977,10406.80957,2465700,10363.19395,10330.21103,10410.62944,10361.12869,51.48099768
20170824,20170824,9090670357,7824190380,-14086938,0,1147869945,132696970,0,10414.66016,10488.95996,10410.73047,10488.95996,2716400,10387.11191,10346.13301,10409.65894,10366.73585,57.02389791
20170825,20170825,7575168247,5893304109,307874328,0,1179535664,194454146,0,10497.86035,10519.83984,10478.71973,10515.50977,2826800,10425.94785,10364.72695,10414.28193,10372.69185,58.66734194
20170828,20170828,-959209045,-1718115112,-63819366,0,161032764,661692669,0,10502.79981,10542.37012,10498.87988,10525.98047,2738000,10465.86602,10394.79697,10419.21445,10377.67752,59.32791899
20170829,20170829,-5444868191,-4219207271,-120081729,0,-1140622198,35043007,0,10518.69043,10518.69043,10463.21973,10496.57031,2815800,10486.76602,10413.33799,10422.17847,10382.51737,56.59207137
20170830,20170830,2176998225,3269896335,-78956660,0,-270797797,-743143653,0,10511.58984,10574.53027,10511.58984,10569.40039,2765700,10519.28418,10441.23906,10424.68501,10388.50754,61.34573394
20170831,20170831,-696078165,1359225240,-1134025132,0,-1389621121,468342848,0,10586.65039,10609.48047,10551.9502,10585.78027,2800700,10538.64824,10462.88008,10430.48003,10394.50754,62.34451929
20170901,20170901,1212030911,885640723,-589369181,0,567955041,347804328,0,10576.26953,10619.51953,10568.71973,10594.82031,3121700,10554.51035,10490.2291,10434.89307,10401.0937,62.91406454
20170904,20170904,-2130300063,-1739785613,-496169541,0,63362222,42292869,0,10585.44043,10610.04004,10555.33984,10569.87012,2619800,10563.28828,10514.57715,10434.41758,10408.75887,60.2073775
20170905,20170905,-307371323,-315002317,-447423837,0,773374190,-318319359,0,10584.09961,10617.83984,10564.25977,10617.83984,2761000,10587.54219,10537.1541,10436.86108,10416.92036,63.46208545
20170906,20170906,-7389025930,-4083890089,-815782607,0,-1341192540,-1148160694,0,10593.87012,10604.91992,10519.70996,10547.86035,2815600,10583.23418,10551.25918,10440.73511,10424.8437,56.23586711
20170907,20170907,-4516390740,-2471081304,-1224896874,0,-226666764,-593745798,0,10564.79004,10604.01953,10509.91016,10538.50977,3227300,10573.78008,10556.21416,10451.17358,10432.34637,55.32929038
20170908,20170908,3336600715,3570358476,-838687271,0,527645945,77283565,0,10553.90039,10609.9502,10550.71973,10609.9502,2818200,10576.80605,10565.6582,10465.19258,10439.90003,60.56061014
20170911,20170911,-5643371734,-3598357881,-267676756,0,-1468158982,-309178115,0,10630.16016,10656.25,10565.78027,10572.16016,2977700,10577.26406,10570.27617,10482.53657,10445.25938,56.77313933
20170912,20170912,-2946757708,-3165664165,-118925724,0,212414770,125417411,0,10610.33008,10646.54981,10586.28027,10610.34961,2920800,10575.76602,10581.6541,10497.49604,10450.0242,59.52779132
20170913,20170913,-10622942954,-9135466024,-422144605,0,-1013607201,-51725124,0,10596.36035,10620.30957,10532.87988,10532.87988,2711500,10572.76992,10578.00205,10509.62056,10453.07687,52.2533382
20170914,20170914,-1965849893,-2561663896,-208964532,0,908872479,-104093944,0,10533.99023,10572.70996,10508.71973,10553.57031,2491800,10575.78203,10574.78105,10518.83057,10455.65205,53.87456305
20170915,20170915,-335688985,-861043506,349124107,0,238642159,-62411745,0,10556.82031,10580.78027,10520.15039,10580.41016,3365900,10569.87402,10573.34004,10531.78457,10459.03055,55.9634212
20170918,20170918,5320867793,2999954405,548964225,0,1303570119,468379044,0,10590.79981,10642.40039,10581.80957,10631.57031,3575300,10581.75605,10579.51006,10547.0436,10460.99072,59.7089538
20170919,20170919,-8449016047,-6021784843,155981675,0,-2376795119,-206417760,0,10653.33984,10664.17969,10561.20996,10576.13965,3071500,10574.91406,10575.34004,10556.24707,10462.05872,54.31821371
20170920,20170920,-8631389142,-3895423689,-586860896,0,-3072502755,-1076601802,0,10568.58008,10589.19043,10490.70996,10519.16992,2745000,10572.17207,10572.471,10561.86509,10464.20239,49.38342189
20170921,20170921,-3788555599,-5251611978,-557546553,0,1697638748,322964184,0,10506.84961,10603.08008,10493.9502,10578.44043,2312400,10577.14609,10576.46406,10566.33911,10466.81556,54.05966144
20170922,20170922,-12223251532,-8469947390,-492877682,0,-2872132408,-388294052,0,10571.65039,10579.01953,10446.4502,10449.67969,2427200,10551,10560.43701,10563.04761,10467.72572,44.45187105
20170925,20170925,-6590585539,-4185338125,-1308826844,0,-415549464,-680871106,0,10442.04981,10447.08984,10322.09961,10335.88965,2622600,10491.86387,10536.80996,10553.54307,10466.44404,38.02088102
20170926,20170926,-7285864496,-8192954380,1314809514,0,-28780663,-378938967,0,10333.44043,10374.54004,10257.01953,10257.01953,2348600,10428.03984,10501.47695,10541.56553,10464.93136,34.31520607
20170927,20170927,-611840098,-2061429831,592561886,0,1244355730,-387327883,0,10322.44043,10357.23047,10315.96973,10326.67969,1954500,10389.5418,10480.85693,10529.42949,10463.62952,39.8878824
20170928,20170928,-8494254216,-8273836274,209330561,0,-156024670,-273723833,0,10351.41992,10365.58984,10288.24023,10296.4502,2054900,10333.14375,10455.14492,10514.96299,10462.43369,38.36668912
20170929,20170929,3560830700,4475072390,-628648586,0,65200974,-350794078,0,10319.69043,10338.9502,10273.59961,10329.94043,1942400,10309.1959,10430.09795,10501.71899,10462.97853,41.04898522
20170930,20170930,2131365664,321813569,364443350,0,1068001546,377107199,0,10362.55,10400.4,10362.55,10383.94,1929250,10318.80597,10405.33492,10492.42249,10464.5457,45.19089576
20171002,20171002,3106282056,1193080932,168393250,0,1006626639,738181235,0,10425.09961,10472.80957,10414.53027,10465.16016,1730200,10360.43409,10394.23697,10484.7885,10465.37219,50.79118591
20171003,20171003,-3758803030,-3872375383,162122109,0,-540179314,491629558,0,10462.7002,10495.33984,10445.86035,10469.34961,1916100,10388.96808,10389.25494,10480.86297,10466.18336,51.06891467
20171005,20171005,4840404135,3690571255,-212478270,0,1400197480,-37886330,0,10473.28027,10530.92969,10473.28027,10518.26953,1905900,10433.33195,10383.23785,10479.85096,10467.15201,54.31154576
20171006,20171006,2702029293,3027192550,-23733723,0,-189496860,-111932674,0,10538.20996,10557.66992,10511.5,10532.80957,1950000,10473.90577,10391.55084,10475.99392,10468.63367,55.26054932
20171011,20171011,9201163382,9531538728,452295194,0,-560204750,-222465790,0,10576.12012,10668.49023,10576.12012,10641.19043,2859400,10525.35586,10422.08091,10479.44544,10471.69451,61.65422496
20171012,20171012,7591261222,6284264326,209647268,0,713119327,384230301,0,10668.38965,10711.44043,10668.38965,10711.44043,2367700,10574.61191,10467.523,10484.49998,10475.53085,65.13246549
20171013,20171013,3893514483,2645050283,418789644,0,398815811,430858745,0,10712.48047,10724.08984,10675.83008,10724.08984,2301200,10625.55996,10507.26402,10494.06048,10479.16402,65.73516317
20171016,20171016,6191959501,4939718429,274136726,0,744181382,233922964,0,10735.13965,10774.20996,10723.37012,10774.20996,2451900,10676.74805,10555.04,10505.09246,10483.74485,68.08884198
20171017,20171017,-1316248223,338916629,201607839,0,-1459922869,-396849822,0,10790.34961,10798.51953,10723.15039,10723.15039,2368600,10714.81621,10594.36099,10512.22947,10488.51902,63.31717812
20171018,20171018,1233245427,3509440744,-286914967,0,-1326184570,-663095780,0,10773.84961,10790.30957,10684.32031,10720.28027,2651200,10730.63418,10627.99502,10516.66497,10492.83569,63.0497025
20171019,20171019,8560618345,5501199921,-301952766,0,2907386080,453985110,0,10745.76953,10798.54004,10745.76953,10760.29004,2173500,10740.4041,10657.50801,10525.87249,10497.78801,65.25327568
20171020,20171020,4533836319,3264874391,261663656,0,790334055,216964217,0,10737.87012,10753.76953,10702.55957,10728.87988,2314000,10741.36211,10683.46104,10536.35799,10502.95084,62.12115954
20171023,20171023,1216695026,785937765,-5623672,0,464119635,-27738702,0,10759.46973,10792.26953,10731.90039,10735.20996,2041300,10733.56211,10705.15508,10544.19646,10506.7315,62.51169012
20171024,20171024,2438707264,761661799,-210468900,0,1845871664,41642701,0,10749.90039,10766.63965,10726.25,10743.78027,2253000,10737.68809,10726.25215,10558.90149,10512.07701,63.06688641
20171025,20171025,648251101,407190463,5566650,0,499617810,-264123822,0,10771.40039,10794.54981,10740.07031,10750.57031,2517700,10743.74609,10737.19014,10579.63553,10517.46435,63.52775129
20171026,20171026,3265182071,1141032398,30038768,0,2047017447,47093458,0,10735.34961,10756.50977,10716.51953,10734.75977,2228900,10738.64004,10739.52207,10603.52254,10522.42218,61.60022961
20171027,20171027,-3099577136,-1030401301,516003257,0,-1500171535,-1085007557,0,10757.34961,10803.59961,10701.08008,10709.11035,3016300,10734.68613,10738.02412,10622.64407,10525.58619,58.49923365
20171030,20171030,4659013409,3438297788,221961836,0,1321121219,-322367434,0,10777.59961,10842.25,10743.12988,10756.87012,2240000,10739.01816,10736.29014,10645.66507,10530.36936,62.30444218
20171031,20171031,894035957,-1444310031,-141602329,0,2289975090,189973227,0,10768.90039,10829.33008,10747.37012,10793.79981,2185500,10749.02207,10743.35508,10668.85804,10535.1567,64.97841096
20171101,20171101,-553048376,-1608971097,216171398,0,653094383,186656940,0,10816.04004,10843.41016,10785.32031,10806.36035,2414200,10760.18008,10751.96309,10689.97905,10538.93971,65.86532101
20171102,20171102,-1412929808,-1160384422,-302792931,0,134325862,-84078317,0,10797.62988,10827.66992,10788.50977,10788.50977,2534500,10770.93008,10754.78506,10706.14653,10542.59871,63.40770312
20171103,20171103,899269745,-370811250,22596395,0,1143360538,104124062,0,10797.91016,10835.7002,10765.30957,10800.76953,2213600,10789.26191,10761.97402,10722.71753,10548.1052,64.39044275
20171106,20171106,-2505226070,-3023562770,556811780,0,238718548,-277193628,0,10856.55957,10858.5,10769.19043,10786.19043,2241200,10795.12598,10767.07207,10736.11357,10555.7127,62.24943853
20171107,20171107,1837045881,554238299,-271954712,0,1590190563,-35428269,0,10820.83008,10842.61035,10807.88965,10840.33984,2593500,10804.43398,10776.72803,10751.49009,10564.22553,66.68081081
20171108,20171108,-2917466247,-3314180417,-27960283,0,-98990678,523665131,0,10839.44043,10844.74023,10806.00977,10818.99023,2513400,10806.95996,10783.57002,10760.38008,10574.1207,63.51509003
20171109,20171109,-7102559719,-3141333499,-597982007,0,-2773024623,-590219590,0,10802.9502,10831.37988,10721.87012,10743.26953,3008000,10797.91191,10784.421,10761.97153,10581.32252,53.76552955
20171110,20171110,-2492947291,-1757938467,-983132733,0,729015002,-480891093,0,10713.66992,10742.61035,10659.29004,10732.66992,2347400,10784.29199,10786.77695,10762.40054,10588.69386,52.5495206
20171113,20171113,1837380349,2903638658,-199219661,0,-687797808,-179240840,0,10728.21973,10749.38965,10683.91992,10683.91992,2850600,10763.83789,10779.48193,10757.88604,10593.93635,47.25583942
20171114,20171114,592128458,741998008,-98495506,0,309918096,-361292140,0,10716.58984,10735.08008,10654.58008,10687.17969,2676900,10733.20586,10768.81992,10756.0875,10600.03385,47.63569703
20171115,20171115,-14602464614,-13165739474,292738545,0,-1266185735,-463277950,0,10662.08008,10669.58984,10600.25977,10630.65039,2325600,10695.53789,10751.24893,10751.60601,10605.10486,41.98831986
20171116,20171116,45003972,-1854289974,35077236,0,1586071209,278145501,0,10629.16016,10666.66016,10609.23047,10625.04004,2189300,10671.89199,10734.90195,10744.84351,10608.98769,41.46293743
20171117,20171117,4373949288,2538871546,409762964,0,1331015145,94299633,0,10673.42969,10729.4502,10673.42969,10701.63965,2471200,10665.68594,10724.98896,10743.48149,10613.90152,50.55903504
20171120,20171120,-2156188707,-2366031983,-355798179,0,353747505,211893950,0,10706.79004,10728.38965,10656.17969,10664.54981,2503700,10661.81191,10712.8249,10739.94849,10616.82802,46.76938609
