,date,Institution_Total,Foreign_Investor,Investment_Trust,Dealer,Dealer_Hedging,Dealer_self,Foreign_Dealer_Self,Open,High,Low,Close,Volume,MA5,MA10,MA20,MA60,RSI
20120719,20120719,5391570185,3695449445,1295737910,400382830,0,0,0,7109.330078,7163.75,7098.180176,7148.569824,1587200,7103.785938,7183.766992,7229.340942,7262.642985,45.78672397
20120720,20120720,2264506502,1851364153,475968004,-62825655,0,0,0,7136.47998,7164.680176,7130.709961,7164.680176,1183400,7115.867969,7163.376025,7226.472461,7256.698486,46.93010817
20120723,20120723,-10234523592,-9606889699,-218410450,-409223443,0,0,0,7105.990234,7105.990234,6996.180176,7028.72998,1392000,7103.605957,7135.253027,7219.589966,7249.168986,39.38191716
20120724,20120724,-3805086991,-4258319421,-121701592,574934022,0,0,0,7004.439941,7015.759766,6968.779785,7008.350098,1498200,7079.875977,7110.953027,7213.110962,7240.946151,38.38522302
20120725,20120725,-12977739642,-12186875072,340234490,-1131099060,0,0,0,6932.120117,7036.950195,6922.72998,6979.129883,1588400,7065.891992,7083.075,7202.916968,7229.318148,36.94162118
20120726,20120726,-3949736478,-3712644690,105715079,-342806867,0,0,0,7012.939941,7023.97998,6963.569824,6970.689941,1604200,7030.316016,7067.050977,7192.970972,7217.837484,36.51446272
20120727,20120727,8262118179,6969882689,893001736,399233754,0,0,0,7060.430176,7124.490234,7045.310059,7124.490234,1832200,7022.278027,7069.072998,7184.381494,7208.229818,48.25623098
20120730,20120730,5269193021,3795007904,962147870,512037247,0,0,0,7159.209961,7184.310059,7146.069824,7158.879883,1782200,7048.308008,7075.956982,7175.067481,7201.909814,50.46244936
20120731,20120731,12224217699,9856869798,236231755,2131116146,0,0,0,7140.529785,7270.490234,7140.529785,7270.490234,2121200,7100.736035,7090.306006,7167.673999,7197.322819,56.88722325
20120801,20120801,1675563802,-801029394,959761199,1516831997,0,0,0,7242.580078,7273.620117,7223.169922,7267.959961,1899400,7158.502051,7112.197021,7159.942505,7193.860319,56.70766199
20120803,20120803,-1394309495,631746181,478563560,-2504619236,0,0,0,7220.509766,7235.629883,7186.779785,7217.509766,1885600,7207.866016,7119.091016,7151.429004,7189.418652,53.10818403
20120806,20120806,15171829937,12241995512,1494875806,1434958619,0,0,0,7311.740234,7340.560059,7276.600098,7286.330078,2001000,7240.233984,7131.256006,7147.316016,7187.501318,57.10776863
20120807,20120807,7923063563,7573228903,4737155,345097505,0,0,0,7289.890137,7300.990234,7265.959961,7295.459961,1793000,7267.55,7157.929004,7146.591016,7186.139315,57.62414877
20120808,20120808,6016240296,5143367999,799769646,73102651,0,0,0,7331.589844,7357.419922,7302.899902,7319.799805,2231000,7277.411914,7189.073975,7150.013501,7184.875309,59.03990697
20120809,20120809,21218019669,19770416622,600912860,846690187,0,0,0,7341.870117,7435,7341.870117,7433.700195,2654200,7310.559961,7234.531006,7158.803003,7188.194149,64.94250996
20120810,20120810,6635554008,5023504052,1472738260,139311696,0,0,0,7443.359863,7458.22998,7409.430176,7441.120117,2080400,7355.282031,7281.574023,7174.3125,7189.599984,65.29338599
20120813,20120813,3834738127,4226060548,-299563448,-91758973,0,0,0,7495.810059,7495.810059,7423.839844,7436.299805,1704200,7385.275977,7312.75498,7190.913989,7194.351815,64.83936896
20120814,20120814,8433358345,8159709609,-399215967,672864703,0,0,0,7447.029785,7520.649902,7447.029785,7479.25,2058600,7422.033984,7344.791992,7210.374487,7199.135482,67.03865899
20120815,20120815,5398125136,4611755522,793196507,-6826893,0,0,0,7489.810059,7489.810059,7442.720215,7467.740234,1840400,7451.62207,7364.516992,7227.411499,7202.34965,65.84997208
20120816,20120816,8106462882,6744140510,559064744,803257628,0,0,0,7475.680176,7515.02002,7456.399902,7490.209961,2097200,7462.924023,7386.741992,7249.469507,7208.057316,67.07728086
20120817,20120817,1629247133,1214620449,-113685558,528312242,0,0,0,7502.850098,7516.709961,7467.919922,7467.919922,1945200,7468.283984,7411.783008,7265.437012,7213.774479,64.5971541
20120820,20120820,1290408212,2020924552,-171746297,-558770043,0,0,0,7482.049805,7485.160156,7422.439941,7431.910156,1526800,7467.406055,7426.341016,7278.798511,7219.77915,60.6929642
20120821,20120821,12811863895,12307973565,287887288,216003042,0,0,0,7459.5,7536.319824,7459.5,7506.810059,1986600,7472.918066,7447.476025,7302.702515,7225.959318,65.37992377
20120822,20120822,-269209415,120788611,-384761837,-5236189,0,0,0,7495.870117,7501.259766,7461.069824,7496.580078,1721000,7478.686035,7465.154053,7327.114014,7228.530819,64.253005
20120823,20120823,3868886584,4514090025,-211906106,-433297335,0,0,0,7486.580078,7519.029785,7475.089844,7505.169922,1747800,7481.678027,7472.301025,7353.416016,7232.586987,64.80161793
20120824,20120824,-952539646,-1398270231,110623223,335107362,0,0,0,7479.569824,7494.359863,7454.850098,7477.529785,1779200,7483.6,7475.941992,7378.758008,7235.520817,61.52935311
20120827,20120827,-603379674,375593506,-339432552,-639540628,0,0,0,7504.450195,7523.540039,7457.75,7468.220215,1568200,7490.862012,7479.134033,7395.944507,7241.556323,60.42263662
20120828,20120828,-4808540205,-2057689232,-709117664,-2041733309,0,0,0,7440.560059,7445.080078,7359.830078,7361.939941,1746800,7461.887988,7467.403027,7406.09751,7249.34432,49.48062988
20120829,20120829,796528213,992162354,-73187956,-122446185,0,0,0,7379.47998,7405.299805,7368.399902,7391.149902,1451600,7440.801953,7459.743994,7412.130493,7255.855981,52.05068652
20120830,20120830,-2936683824,-2280612796,582748010,-1238819038,0,0,0,7372.060059,7404.939941,7360.100098,7371.439941,1892600,7414.055957,7447.866992,7417.304492,7261.110815,50.19508206
20120831,20120831,2845553140,2962513274,41874812,-158834946,0,0,0,7363.25,7406.52002,7363.25,7397.060059,1582800,7397.962012,7440.781006,7426.282007,7266.389982,52.56242652
20120903,20120903,1104953432,-435797178,589269169,951481441,0,0,0,7430.399902,7462.149902,7389.680176,7450.529785,1820400,7394.423926,7442.642969,7434.491992,7273.904647,57.1411199
20120904,20120904,-1246926226,-1278126765,-119740413,150940952,0,0,0,7471.310059,7479.009766,7440.029785,7451.350098,1888800,7412.305957,7437.096973,7442.286499,7279.423315,57.20935758
20120905,20120905,-9523526803,-8978727506,-700006140,155206843,0,0,0,7429.930176,7429.930176,7364.680176,7367.439941,1910000,7407.563965,7424.182959,7444.668506,7284.34598,48.67268993
20120906,20120906,-5301383151,-3749700022,-700392953,-851290176,0,0,0,7383.040039,7390.759766,7313.560059,7326.720215,1820200,7398.62002,7406.337988,7439.319507,7288.310815,45.15165771
20120907,20120907,10160002150,8550979574,509512280,1099510296,0,0,0,7434.430176,7446.100098,7409.879883,7424.910156,2176200,7404.190039,7401.076025,7438.509009,7294.140983,53.8258727
20120910,20120910,4571713569,3245772180,697389291,628552098,0,0,0,7435.339844,7482.740234,7435.339844,7482.740234,2304200,7410.632129,7402.528027,7440.83103,7299.589486,58.03529337
20120911,20120911,470117729,574541755,27850618,-132274644,0,0,0,7497.22998,7509.160156,7468.180176,7485.129883,1837000,7417.388086,7414.847021,7441.125024,7302.983317,58.20484991
20120912,20120912,5191958321,2979895016,707599945,1504463360,0,0,0,7518.680176,7571.419922,7515.040039,7570.450195,2700400,7457.990137,7432.777051,7446.260522,7307.938656,63.82493258
20120913,20120913,5911436895,5076357493,424849083,410230319,0,0,0,7577.160156,7594.759766,7557.279785,7578.799805,2330000,7508.406055,7453.513037,7450.690015,7312.008154,64.33042333
20120914,20120914,19017295789,15766114186,693438929,2557742674,0,0,0,7660.379883,7738.049805,7660.379883,7738.049805,3645800,7571.033984,7487.612012,7464.196509,7319.658154,72.28499437
20120917,20120917,2900170392,2789985708,444097401,-333912717,0,0,0,7768.450195,7778.060059,7725.899902,7762.220215,3299400,7626.929981,7518.781055,7480.712012,7328.660994,73.25970188
20120918,20120918,2917412557,2490159564,-461310143,888563136,0,0,0,7740.569824,7757.040039,7714.430176,7734.259766,2445600,7676.755957,7547.072021,7492.084497,7338.125659,70.18469178
20120919,20120919,7089825689,7154531083,-689041524,624336130,0,0,0,7739.52002,7781.910156,7726.350098,7781.910156,2740400,7719.047949,7588.519043,7506.351001,7348.858659,72.31723512
20120920,20120920,729862409,2193335994,-597022977,-866450608,0,0,0,7781.810059,7785.470215,7704.609863,7727.549805,2531400,7748.797949,7628.602002,7517.469995,7357.934326,66.47576224
20120921,20120921,7504534362,8478265639,-643419948,-330311329,0,0,0,7763.290039,7765.009766,7737.029785,7754.589844,2249600,7752.105957,7661.569971,7531.322998,7367.683993,67.86620254
20120924,20120924,3114966183,3840016654,-439340899,-285709572,0,0,0,7760.330078,7781.549805,7706.950195,7768.299805,2099200,7753.321875,7690.125928,7546.326978,7375.550993,68.57781478
20120925,20120925,2171907428,4168417089,-1006695062,-989814599,0,0,0,7766.439941,7789.390137,7720.439941,7734.129883,2068400,7753.295899,7715.025928,7564.936475,7382.033822,64.73029054
20120926,20120926,-5653587053,-3121338445,-1494623661,-1037624947,0,0,0,7702.77002,7708.899902,7649.5,7669.629883,2122800,7730.839844,7724.943897,7578.860474,7386.221655,58.10353858
20120927,20120927,1864659777,2805475539,-560225588,-380590174,0,0,0,7665.890137,7699.22998,7658.509766,7683.799805,1925200,7722.089844,7735.443897,7594.478467,7390.575155,59.09430073
20120928,20120928,4571576733,6138679022,-37790816,-1529311473,0,0,0,7704.22998,7721.290039,7665.350098,7715.160156,2022400,7714.203906,7733.154932,7610.383472,7396.031494,61.2768349
20121001,20121001,-407282997,553350283,-523465463,-437167817,0,0,0,7702.120117,7707.890137,7657.879883,7675.720215,1410200,7695.687988,7724.504932,7621.642993,7401.150334,57.14719509
20121002,20121002,3523192559,3600718194,-382710292,305184657,0,0,0,7703.100098,7726.609863,7683.029785,7718.680176,1613000,7692.598047,7722.946973,7635.009497,7407.962337,60.28671986
20121003,20121003,2163653395,2436855201,-144057500,-129144306,0,0,0,7727.47998,7727.529785,7680.97998,7684.629883,1531200,7695.598047,7713.218945,7650.868994,7415.183667,56.73854885
20121004,20121004,563098202,1139674782,-391557406,-185019174,0,0,0,7678.47998,7689.080078,7621.379883,7682.339844,1783200,7695.306055,7708.697949,7668.649976,7422.257495,56.49771337
20121005,20121005,-204202556,-378810215,305646226,-131038567,0,0,0,7694.049805,7721.930176,7675.47998,7690.649902,1803200,7690.404004,7702.303955,7681.936963,7431.586157,57.20754493
20121008,20121008,-864967268,1649053159,-518806204,-1995214223,0,0,0,7707.970215,7707.970215,7612.870117,7615.890137,1545200,7678.437988,7687.062988,7688.594458,7440.113159,49.39838174
20121009,20121009,3235239350,5003598496,-677425163,-1090933983,0,0,0,7593.580078,7631.959961,7590.75,7592.009766,1845000,7653.103906,7672.850977,7693.938452,7448.479321,47.1827759
20121011,20121011,-10215226918,-9104188672,154258077,-1265296323,0,0,0,7494.580078,7501.220215,7448.060059,7451.720215,1956600,7606.521973,7651.06001,7688.001953,7453.891325,36.75362599
20121012,20121012,-7733504054,-6274406614,12519240,-1471616680,0,0,0,7456.509766,7478.509766,7398.799805,7437.040039,1560800,7557.462012,7626.384033,7680.913965,7460.357829,35.86038029
20121015,20121015,-3359099558,-3218164484,505456390,-646391464,0,0,0,7433.220215,7433.680176,7392.609863,7418.899902,1186200,7503.112012,7596.758008,7664.95647,7464.86333,34.73692424
20121016,20121016,-2938549203,-2793731420,84713782,-229531565,0,0,0,7437.790039,7471.02002,7437.790039,7471.02002,1487000,7474.137988,7576.287988,7650.39646,7469.968994,40.50427625
20121017,20121017,-3741612077,-3833118314,171027736,-79521499,0,0,0,7505.410156,7518.359863,7450.290039,7464.399902,1839800,7448.616016,7550.859961,7636.903467,7477.23016,40.0205089
20121018,20121018,-1818275302,-765614559,-521179276,-531481467,0,0,0,7474.069824,7495.450195,7448.060059,7465.410156,1300800,7451.354004,7528.937988,7621.078467,7484.847827,40.13800849
20121019,20121019,-5305282722,-5099499028,-103480725,-102302969,0,0,0,7443.609863,7449.220215,7402.660156,7408.759766,1410400,7445.697949,7501.57998,7605.138965,7492.008325,35.8919353
20121022,20121022,-4897250515,-4279909559,-119566208,-497774748,0,0,0,7333.240234,7373.040039,7310.790039,7373.040039,1241400,7436.525977,7469.818994,7586.061475,7498.71416,33.48651218
20121023,20121023,-3909147146,-2376484938,-134797694,-1397864514,0,0,0,7367.459961,7375.5,7326.390137,7337.47998,1201000,7409.817969,7441.977978,7564.520483,7502.263989,31.24175652
20121024,20121024,-3453752483,-3538917645,-541332572,626497734,0,0,0,7288.140137,7348.450195,7274.879883,7314.879883,1380800,7379.913965,7414.26499,7543.557983,7504.863989,29.87123804
20121025,20121025,-4782097271,-3161743368,-64142485,-1556211418,0,0,0,7329.5,7339.209961,7260,7262.080078,1509400,7339.247949,7395.300976,7523.180493,7504.72382,26.90202646
20121026,20121026,-3681040568,-1900108681,-357669827,-1423262060,0,0,0,7291.97998,7298.47998,7132.77002,7134.060059,2529400,7284.308008,7365.002978,7495.693506,7502.492155,21.35847163
20121029,20121029,3172763291,3148542278,346671510,-322450497,0,0,0,7147.200195,7165.100098,7091.189941,7091.669922,1832200,7228.033984,7332.27998,7464.518994,7500.394824,19.89646014
20121030,20121030,-540887534,-1283464145,531740624,210835987,0,0,0,7131.149902,7206.350098,7131.149902,7182.589844,1781000,7197.055957,7303.436963,7439.862476,7498.66582,30.83253315
20121031,20121031,390824069,1799854876,-356083349,-1052947458,0,0,0,7220.02002,7222.839844,7139.169922,7166.049805,1588000,7167.289942,7273.601953,7412.230957,7496.508984,30.02934424
20121101,20121101,-5160946101,-5226529051,-428350983,493933933,0,0,0,7141.970215,7188.22998,7050.049805,7179.640137,1918000,7150.801953,7245.024951,7386.98147,7494.17299,31.60588587
20121102,20121102,1171889095,1066757314,325097358,-219965577,0,0,0,7232.200195,7235.129883,7199.569824,7210.470215,1967600,7166.083985,7225.195996,7363.387988,7490.45249,35.17422759
20121105,20121105,1732351589,1709850463,240679236,-218178110,0,0,0,7200.77002,7216.299805,7161.700195,7185.359863,1253800,7184.821973,7206.427979,7338.123486,7486.189819,33.63500284
20121106,20121106,2770398878,1729072843,386461797,654864238,0,0,0,7223.02002,7236.680176,7165.580078,7236.680176,1262000,7195.640039,7196.347998,7319.162988,7482.862826,39.46545125
20121107,20121107,5595707524,4299585489,874474559,421647476,0,0,0,7249.75,7287.180176,7220.040039,7287.180176,1593400,7219.866113,7193.578027,7303.921509,7479.661662,44.62121562
20121108,20121108,-1769824647,-1292108842,18889864,-496605669,0,0,0,7229,7242.629883,7190.990234,7242.629883,1573400,7232.464063,7191.633008,7293.466992,7475.909823,41.28093363
20121109,20121109,1960826954,123975295,608417849,1228433810,0,0,0,7206.160156,7302.27002,7170.290039,7293.220215,1911000,7249.014063,7207.549024,7286.276001,7472.62666,46.20563778
20121112,20121112,1270987328,2608109875,-603912747,-733209800,0,0,0,7303.930176,7307.589844,7264.02002,7267.75,1519200,7265.49209,7225.157031,7278.718506,7469.290495,44.19592941
20121113,20121113,-10438257352,-9086330546,175699341,-1527626147,0,0,0,7262.649902,7262.649902,7129.870117,7136.049805,1702800,7245.366016,7220.503027,7261.969995,7464.359489,35.57871627
20121114,20121114,-2266974244,-1725070815,-172112759,-369790670,0,0,0,7141.580078,7165.859863,7107.779785,7159.75,1287400,7219.879981,7219.873047,7246.7375,7458.575155,37.92432828
20121115,20121115,-1152906791,-1605317747,297395705,155015251,0,0,0,7132.02002,7158.740234,7066.279785,7143.839844,1327800,7200.121973,7216.293018,7230.658985,7452.696151,36.95165301
20121116,20121116,-3192149328,-2931330768,-91929887,-168888673,0,0,0,7125.240234,7194.279785,7108.839844,7130.069824,1422200,7167.491895,7208.252979,7216.724487,7446.444482,36.08893501
20121119,20121119,228276783,940319588,-391890470,-320152335,0,0,0,7134.709961,7162.120117,7125.209961,7129.040039,1214400,7139.749902,7202.620996,7204.524487,7440.63632,36.02120363
20121120,20121120,474974760,1456325363,-128574292,-852776311,0,0,0,7179.100098,7189.100098,7141.160156,7145.77002,1228800,7141.693945,7193.529981,7194.938989,7435.26215,38.05521845
20121121,20121121,-4857646555,-4918617714,68596463,-7625304,0,0,0,7150.240234,7169.399902,7061.870117,7088.490234,1433800,7127.441992,7173.660986,7183.619507,7430.704655,34.0623642
20121122,20121122,418070843,1570327611,-1266749446,114492678,0,0,0,7116.799805,7134.779785,7097.379883,7105.759766,1171600,7119.825977,7159.973975,7175.803491,7425.948153,36.23465429
20121123,20121123,14407812080,12426348072,255546046,1725917962,0,0,0,7148.970215,7326.009766,7148.970215,7326.009766,2264600,7159.013965,7163.25293,7185.400977,7425.190983,56.09914582
20121126,20121126,12325947300,10477398784,1173203445,675345071,0,0,0,7372.379883,7407.370117,7370.279785,7407.370117,2199600,7214.679981,7177.214941,7201.185986,7425.362817,60.93984681
20121127,20121127,5704637034,5212977572,237046329,254613133,0,0,0,7408.740234,7436.779785,7384.970215,7430.200195,1985400,7271.566016,7206.62998,7213.566504,7425.023991,62.19939082
20121128,20121128,526547139,-17066115,-50141257,593754511,0,0,0,7418.419922,7434.930176,7385.910156,7434.930176,1973000,7340.854004,7234.147998,7227.010523,7424.750326,62.46941425
20121129,20121129,12120358854,10611870923,57599027,1450888904,0,0,0,7468.930176,7521.52002,7466.490234,7503.549805,2635600,7420.412012,7270.118994,7243.206006,7427.018823,66.23742279
20121130,20121130,16361233802,15326031020,725135585,310067197,0,0,0,7519.069824,7590.689941,7515.149902,7580.169922,3157800,7471.244043,7315.129004,7261.690991,7431.242985,69.87440591
20121203,20121203,8482023996,8372014085,-497065671,607075582,0,0,0,7582.649902,7628.290039,7562.189941,7599.910156,2437800,7509.752051,7362.216016,7282.418506,7434.159652,70.74867555
20121204,20121204,3761227598,1903671319,9940806,1847615473,0,0,0,7572.109863,7600.97998,7536.660156,7600.97998,2494600,7543.908008,7407.737012,7300.633496,7436.130314,70.7981368
20121205,20121205,8083794985,6363427692,-127758800,1848126093,0,0,0,7575.629883,7650.120117,7567.459961,7649.049805,3147200,7586.731934,7463.792969,7318.726978,7438.862313,73.00674967
20121206,20121206,5764040432,7296618158,-644503399,-888074327,0,0,0,7660.970215,7673.620117,7616.790039,7623.259766,2726600,7610.673926,7515.542969,7337.758472,7439.742472,69.9499931
20121207,20121207,2440181118,2763434800,-654331688,331078006,0,0,0,7640.25,7672.919922,7631.629883,7642.259766,2334600,7623.091895,7547.167969,7355.210449,7440.800138,70.91612494
20121210,20121210,-101451391,758446247,-1037186208,177288570,0,0,0,7658.390137,7669.049805,7603.25,7609.5,1913200,7625.009863,7567.380957,7372.297949,7438.657642,66.9210369
20121211,20121211,7549238679,8776272690,-854661955,-372372056,0,0,0,7621,7630.660156,7556.669922,7613.689941,2256200,7627.551856,7585.729932,7396.179956,7436.182137,67.17573643
20121212,20121212,11141541538,9920351265,84071967,1137118306,0,0,0,7653.899902,7696.02002,7645.540039,7690.189941,2206800,7635.779883,7611.255908,7422.701953,7435.44764,71.49176925
20121213,20121213,6195304060,4458454714,446251794,1290597552,0,0,0,7713.689941,7757.089844,7699.410156,7757.089844,2968600,7662.545898,7636.609912,7453.364453,7435.033968,74.6330499
20121214,20121214,-2394218316,-337006002,-1624505732,-432706582,0,0,0,7722.879883,7723.740234,7686.319824,7698.77002,2683200,7673.847949,7648.469922,7481.799463,7434.554305,67.63636768
20121217,20121217,-12217960636,-9848053388,-1516790898,-853116350,0,0,0,7664.970215,7683.319824,7603.509766,7631.279785,2267000,7678.203906,7651.606885,7506.91145,7432.499137,60.56078989
20121218,20121218,-5359307,155424338,-245646336,84862691,0,0,0,7620.290039,7643.740234,7616.040039,7643.740234,2017800,7684.213965,7655.88291,7531.809961,7430.423145,61.36440243
20121219,20121219,4240137022,5359094978,-505316100,-613641856,0,0,0,7671.129883,7685.629883,7647.009766,7677.470215,2504600,7681.67002,7658.724951,7561.25896,7429.478817,63.53067597
20121220,20121220,-5354169702,-2657185474,-963574629,-1733409599,0,0,0,7646.129883,7646.129883,7574.560059,7595.459961,2252400,7649.344043,7655.944971,7585.74397,7428.242651,55.39762406
20121221,20121221,-9108202732,-6644260995,-1186116638,-1277825099,0,0,0,7592.569824,7608.810059,7491.52002,7519.930176,2356200,7613.576074,7643.712012,7595.43999,7425.511491,49.15620695
20121222,20121222,-1284241077,-493266676,-611778705,-179195696,0,0,0,7537.52,7546.9,7520.8,7540.14,2113300,7595.348117,7636.776012,7602.078484,7422.594488,50.75496764
20121224,20121224,-756011207,-132725905,-277529604,-345755698,0,0,0,7542.660156,7566.089844,7520.620117,7535.52002,1590800,7573.704074,7628.95902,7607.344476,7420.257818,50.36508194
20121225,20121225,5323337737,5033920463,-837996855,1127414129,0,0,0,7556.240234,7654.600098,7543.830078,7636.569824,1870600,7565.523996,7623.597008,7617.426458,7418.889313,57.97005443
20121226,20121226,3569824813,3661534461,-40385113,-51324535,0,0,0,7646.509766,7683.089844,7633.830078,7634.189941,1974200,7573.269992,7611.307018,7623.958465,7418.048647,57.74564845
20121227,20121227,182450133,589421516,-51643130,-355328253,0,0,0,7634.799805,7661.009766,7622.72998,7648.410156,1801600,7598.965988,7606.271031,7627.370477,7417.483152,58.77260448
20121228,20121228,3974744221,4212452820,2766748,-240475347,0,0,0,7700.870117,7708.310059,7665.040039,7699.5,1978600,7630.837988,7613.093053,7632.349969,7417.630654,62.31623019
20130102,20130102,6964038896,6488644955,12429375,462964566,0,0,0,7738.049805,7793.47998,7715.259766,7779.220215,2194600,7679.578027,7626.641051,7641.261981,7420.352822,67.07223961
20130103,20130103,2665021708,1098834468,44462173,1521725067,0,0,0,7826.339844,7855.160156,7815.290039,7836.839844,2964400,7719.632031,7642.578014,7650.651482,7424.433323,70.01761849
20130104,20130104,-6356954220,-6057659956,-618577717,319283453,0,0,0,7818.27002,7818.27002,7773.060059,7805.990234,2696800,7753.99209,7663.631041,7659.788006,7430.337823,66.58354343
20130107,20130107,-7447219675,-5754465842,-1680069024,-12684809,0,0,0,7797.049805,7797.049805,7725.470215,7755.089844,2421000,7775.328027,7687.147008,7665.42951,7435.638653,61.24605797
20130108,20130108,-8780080938,-6836466282,-1255582204,-688032452,0,0,0,7737.069824,7751.799805,7692.97998,7721.660156,2211200,7779.760059,7705.299023,7671.037518,7440.684658,57.95986499
20130109,20130109,36782164,-359624794,-105676015,502082973,0,0,0,7726.399902,7763.970215,7703.22998,7738.640137,2471400,7771.644043,7725.611035,7677.285027,7445.144993,59.1585515
20130110,20130110,9751172262,8771126260,746591294,233454708,0,0,0,7780.97998,7825.060059,7760.089844,7811.640137,3319400,7766.604102,7743.118066,7683.357537,7450.93233,63.92134933
20130111,20130111,2496651202,3066013795,-324617810,-244744783,0,0,0,7843.569824,7845.359863,7801.689941,7819.149902,2405200,7769.236035,7761.614062,7686.46054,7456.827993,64.38152589
20130114,20130114,-1958075041,-1558521249,-475103199,75549407,0,0,0,7795.680176,7823.970215,7731.319824,7823.970215,2142800,7783.012109,7779.170068,7692.72055,7463.748167,64.69281993
20130115,20130115,-6197707510,-3779232329,-1280210712,-1138264469,0,0,0,7823.509766,7823.509766,7744.390137,7765.02002,2520200,7791.684082,7785.72207,7699.407562,7470.281166,58.01505813
20130116,20130116,-5657395025,-4165891044,-1051428828,-440075153,0,0,0,7766.089844,7769.180176,7700.430176,7700.430176,2272200,7784.04209,7777.843066,7702.242059,7476.330336,51.71615741
20130117,20130117,1174572444,3354773658,-247642249,-1932558965,0,0,0,7748.569824,7774.970215,7603.27002,7616.640137,2929200,7745.04209,7755.823096,7699.200555,7481.359674,44.90485489
20130118,20130118,3744751058,3425419388,-46384661,365716331,0,0,0,7697.279785,7732.870117,7676.109863,7732.870117,2113400,7727.786133,7748.511084,7706.071063,7489.206175,53.96268832
20130121,20130121,-459219031,-153043913,-511537127,205362009,0,0,0,7725.359863,7739.370117,7674.180176,7724.919922,1515400,7707.976074,7745.494092,7716.32055,7499.053839,53.31700283
20130122,20130122,3601264249,2698781872,229265465,673216912,0,0,0,7746.790039,7759.470215,7699.25,7759.100098,1580400,7706.79209,7749.238086,7727.268555,7510.177675,55.76747823
20130123,20130123,1783743286,2207293497,-294950494,-128599717,0,0,0,7773.200195,7773.200195,7730.100098,7744.180176,1655600,7715.54209,7749.79209,7737.701563,7519.537514,54.42451801
20130124,20130124,-10261871450,-8592278127,-913647280,-755946043,0,0,0,7717.040039,7724.680176,7653.620117,7695.990234,1862000,7731.412109,7738.2271,7740.672583,7528.369855,50.21805955
20130125,20130125,-2596623631,-2356554505,76096751,-316165877,0,0,0,7695.25,7704.310059,7637.200195,7672.580078,1697200,7719.354102,7723.570117,7742.59209,7536.58552,48.26641966
20130128,20130128,3267132625,3719714504,-573592108,121010229,0,0,0,7685.669922,7717.350098,7685.669922,7714.669922,1602400,7717.304102,7712.640088,7745.905078,7544.988849,51.88685811
20130129,20130129,9075636825,7606844833,-128522085,1597314077,0,0,0,7744.149902,7802,7739.600098,7802,1904200,7725.884082,7716.338086,7751.030078,7555.266184,58.39303523
20130130,20130130,8792938585,8063111835,239844550,489982200,0,0,0,7832.950195,7847.209961,7804.709961,7832.97998,2252800,7743.644043,7729.593066,7753.718066,7565.204514,60.43691024
20130131,20130131,5331037111,5417153446,210542084,-296658419,0,0,0,7832.870117,7850.02002,7800.899902,7850.02002,2116800,7774.45,7752.931055,7754.377075,7574.585178,61.55556467
20130201,20130201,6744110247,6129826838,119237225,495046184,0,0,0,7853.75,7866.22998,7832,7855.970215,1838800,7811.128027,7765.241064,7756.876074,7584.807517,61.96003911
20130204,20130204,8326979539,8073178312,-742508495,996309722,0,0,0,7882.759766,7929.970215,7880.290039,7923.160156,2678600,7852.826074,7785.065088,7765.27959,7595.306516,66.2749157
20130205,20130205,4534773631,4666965918,-368780146,236587859,0,0,0,7896.669922,7896.669922,7863.910156,7886.939941,2316000,7869.814062,7797.849072,7773.543579,7605.626349,62.18030503
20130206,20130206,6746870367,7482479316,-494352327,-241256622,0,0,0,7925.259766,7941.649902,7906.649902,7906.649902,2554200,7884.548047,7814.096045,7781.944067,7618.469684,63.50176708
20130218,20130218,4619652914,3254828960,321695329,1043128625,0,0,0,8000.689941,8005.72998,7927.950195,7943.529785,2578000,7903.25,7838.85,7788.53855,7631.53268,65.90251969
20130219,20130219,2069524962,2004259553,-862923989,928189398,0,0,0,7974.399902,7974.399902,7946.089844,7960.879883,2308600,7924.231933,7867.67998,7795.625049,7645.150014,67.00217842
20130220,20130220,7137500735,5985111833,244397994,907990908,0,0,0,8021.310059,8029.100098,7995.160156,8029.100098,2992000,7945.419922,7899.122998,7805.881543,7660.133852,70.96699789
20130221,20130221,-2593181446,-1205284725,-1156363699,-231533022,0,0,0,8020.52002,8020.52002,7957.459961,7957.459961,2235600,7959.523926,7914.668994,7815.50354,7673.940851,62.47736588
20130222,20130222,-2071719359,-1501072102,-983327467,412680210,0,0,0,7947.879883,7970.240234,7913.160156,7947.720215,2307600,7967.737988,7926.143018,7827.868042,7687.306687,61.40191579
20130223,20130223,965893148,644309925,-321995015,643578238,0,0,0,7979.15,7997.94,7965.89,7986.89,2190200,7976.410031,7939.830016,7846.380535,7702.280017,64.07981573
20130225,20130225,-1818260090,-3082238785,576104050,687874645,0,0,0,7986.870117,7995.109863,7947.680176,7947.680176,2144800,7973.77009,7949.001012,7857.121038,7716.312023,59.62064926
20130226,20130226,-4792875597,-3549014677,-380799184,-863061736,0,0,0,7891.410156,7927.490234,7871.22998,7880.899902,1918400,7944.130051,7944.774986,7864.920037,7725.560192,52.87228525
20130227,20130227,-452664533,301374929,-514809970,-239229492,0,0,0,7886.029785,7912.850098,7873.290039,7897.97998,1921400,7932.234055,7945.87899,7871.864031,7733.737023,54.29714293
