,date,Institution_Total,Short Sale/Margin Purchase Ratio,Open,High,Low,Close,Volume,MA5,MA10,MA20,MA60,RSI
20110425,20110425,4305425221,0.01496664044537096,9015.910156,9037.089844,8950.75,8950.75,2696800.0,8865.932031400002,8807.778125100001,8770.052490300006,8737.475488350005,61.41396840805597
20110426,20110426,-445577011,0.01550908402602823,8894.009766,8966.860352,8866.740234,8948.139648,2392200.0,8927.85,8829.3331055,8786.939990300005,8735.177490300006,61.226473005344985
20110427,20110427,13704823824,0.01702903073266461,9012.280273,9060.5,9012.280273,9049.25,3110000.0,8975.0439454,8856.238086000001,8811.749511800004,8735.62882493334,65.60653828313431
20110428,20110428,9190387429,0.017868842748544955,9088.969727,9099.75,9021.360352,9040.769531,3087000.0,8991.6677734,8880.0419922,8833.959472700004,8737.068652400007,64.94387575935583
20110429,20110429,3984575255,0.01870770327609549,9050.490234,9058.780273,8943.990234,9007.870117,3385400.0,8999.355859199999,8909.0169922,8852.037500050004,8738.06998703334,62.314298283975155
20110503,20110503,4621886272,0.01782809013592119,9014.330078,9018.700195,8895.25,8946.080078,2675400.0,8998.421874799998,8932.176953099999,8865.176513700006,8737.31482753334,57.597308380168876
20110504,20110504,-7359923671,0.018393011291584285,8937.299805,8947.349609,8864.549805,8947.349609,2336800.0,8998.263866999998,8963.0569335,8877.287500000006,8735.510823616674,57.668209549804374
20110505,20110505,4606074692,0.01921678964479287,8930.240234,9029.580078,8907.969727,9018.610352,2702600.0,8992.135937399999,8983.5899414,8885.618994150005,8734.115494850006,61.55419079315645
20110506,20110506,-3355922258,0.019059927304198213,8997.730469,9018.400391,8954.80957,8977.230469,2796600.0,8979.428125,8985.5479492,8889.394531250005,8731.31350918334,58.21244435549694
20110509,20110509,11804516922,0.020102173756207115,9001.799805,9081.259766,8984.429688,9035.480469,2852600.0,8984.9501954,8992.153027299999,8896.441552750006,8730.047184316672,61.39009369264782
20110510,20110510,4164581480,0.020375483541576877,9048.25,9055.910156,9007.929688,9023.280273,2172800.0,9000.3902344,8999.4060546,8903.592089850008,8730.321516983338,60.35488715580885
20110511,20110511,4249071210,0.021150540554235372,9073.879883,9082.009766,9014.360352,9020.400391,2358800.0,9015.000390800002,9006.6321289,8917.982617200007,8733.385530666672,60.097269266797205
20110512,20110512,-2909711893,0.02132319593329809,8977.769531,9052.980469,8963.240234,9033.679688,2339800.0,9018.014258000001,9005.0750977,8930.656591850007,8740.449186266671,60.92548270126316
20110513,20110513,-4148096313,0.02111885853408084,9039.549805,9059.459961,8986.179688,9006.610352,2471800.0,9023.890234600001,9001.6591798,8940.850586000006,8745.801530016672,58.27041870207768
20110516,20110516,-9197092664,0.02121527738480766,8996.700195,8996.700195,8911.709961,8911.709961,1993800.0,8999.136133000002,8992.0431642,8950.530078200007,8748.964534566672,50.03761600288976
20110517,20110517,-7978846122,0.021742095085444706,8917.25,8928.990234,8854.139648,8884.089844,2180000.0,8971.298047200002,8985.844140800002,8959.010546950007,8751.816699283338,47.915740173821014
20110518,20110518,414529355,0.02245794156177968,8885.400391,8946.990234,8885.400391,8944.839844,2060600.0,8956.185937800003,8985.593164300002,8974.325048900007,8756.166031966672,52.669824912104765
20110519,20110519,3445452084,0.02341570754558248,8952.25,9026.179688,8888.209961,8892.879883,2573200.0,8928.025976800001,8973.020117400001,8978.305029400006,8756.983365950004,48.585031232354936
20110520,20110520,-3812835180,0.023235006467818002,8944.379883,8944.379883,8822.75,8837.030273,2277600.0,8894.109961,8959.0000978,8972.274023500006,8756.946875050004,44.58272028613803
20110523,20110523,-14111287079,0.02254956074680502,8767.299805,8776.459961,8695.339844,8747.509766,2123800.0,8861.269922000001,8930.203027500002,8961.178027400007,8758.177539116672,39.03237065415929
20110524,20110524,-3473207241,0.022527769371602474,8730.230469,8756.900391,8673.379883,8756.610352,2153400.0,8835.7740236,8903.536035400002,8951.471045000006,8761.972037816673,39.852165682718784
20110525,20110525,-11358621414,0.023594553278618095,8732.299805,8763.639648,8682.490234,8727.089844,2107400.0,8792.224023600002,8874.204980700002,8940.418554800006,8765.062874416672,38.064189572876906
20110526,20110526,-714130964,0.02435584601890184,8797.290039,8807.080078,8751.519531,8788.400391,1908000.0,8771.328125200002,8849.677051000002,8927.376074350006,8768.208707750005,43.71249095424039
20110527,20110527,817850053,0.02469490289853314,8806.290039,8860.030273,8803.589844,8810.0,2083800.0,8765.922070600001,8830.016015800002,8915.837597800006,8769.582714916673,45.59488756091991
20110530,20110530,-2068807299,0.025054411943351985,8757.660156,8844.030273,8748.129883,8823.679688,1871400.0,8781.156055000003,8821.212988500001,8906.628076350005,8772.97903653334,46.8081621005639
20110531,20110531,18543650599,0.02541787183597549,8860.580078,9003.599609,8860.580078,8988.839844,2901000.0,8827.601953400002,8831.687988500002,8908.766064650004,8777.15353198334,58.76463300859241
20110601,20110601,18705086454,0.025914194197617747,8999.839844,9089.469727,8999.839844,9062.349609,2648800.0,8894.6539064,8843.438965000001,8914.516064650004,8781.786018950008,62.7752754157218
20110602,20110602,-1195487374,0.026188167019843618,8981.709961,9036.269531,8977.669922,8991.360352,2220600.0,8935.245898600002,8853.287011900002,8913.153564650005,8786.41219083334,57.00870580351537
20110603,20110603,2666339574,0.026132995931391432,9024.540039,9052.179688,8997.349609,9046.280273,1890800.0,8982.5019532,8874.212011900001,8916.606054850006,8791.38769538334,60.06506145437085
20110607,20110607,-735643414,0.025746225392220292,9025.209961,9059.19043,8981.44043,9057.099609,1770400.0,9029.1859374,8905.1709962,8917.687011850005,8796.50569668334,60.65843797416369
20110608,20110608,-843530719,0.02575938597325057,9044.849609,9070.25,9007.530273,9007.530273,1884200.0,9032.924023199997,8930.2629883,8916.899511850006,8802.58286138334,56.51520085750571
20110609,20110609,-1817809367,0.025823430139569118,9020.599609,9045.44043,8996.080078,9000.94043,1718400.0,9020.642187399999,8957.6480469,8915.926513800005,8809.801530000006,55.96788989217768
20110610,20110610,-17698480240,0.025682618684235683,9042.349609,9053.389648,8837.820313,8837.820313,2192800.0,8989.934179599999,8962.5900391,8906.133545050005,8815.098209700005,44.483982642193155
20110613,20110613,-18921787643,0.02461395664314732,8791.669922,8811.969727,8703.519531,8712.950195,1959600.0,8923.268164,8952.8850586,8891.450537200006,8823.067708400007,38.04795699417586
20110614,20110614,-2054471896,0.025419697085830285,8737.240234,8836.509766,8737.240234,8829.209961,1685800.0,8877.690234400001,8953.4380859,8887.325537200008,8831.478206450005,45.89659513445765
20110615,20110615,312609384,0.026395739220151926,8833.860352,8876.139648,8733.599609,8831.450195,2652000.0,8842.4742188,8937.699121,8884.693554750007,8840.624202533338,46.03845895141351
20110616,20110616,-16428021619,0.025092381181425916,8739.839844,8739.839844,8654.429688,8654.429688,2089000.0,8773.1720704,8896.9071289,8870.173046950007,8844.952197333338,37.6398113204015
20110617,20110617,-3997893390,0.026092653476379443,8671.450195,8702.0,8618.849609,8636.099609,2252000.0,8732.8279296,8861.381054599999,8857.334033250008,8847.758691466672,36.88937250323226
20110620,20110620,-2701178029,0.026537937570969932,8679.150391,8685.330078,8518.660156,8530.679688,2202800.0,8696.373828200001,8809.8209961,8842.016504000008,8848.136018950005,32.834798420432456
20110621,20110621,6658599698,0.02575134433710392,8571.929688,8617.959961,8523.040039,8597.620117,2089200.0,8650.0558594,8763.8730469,8834.522021550009,8849.011686266671,37.530117887531325
20110622,20110622,1588684176,0.026507767815062776,8663.860352,8679.370117,8598.080078,8621.040039,2079600.0,8607.9738282,8725.2240235,8827.743505900009,8849.755680400005,39.133297692423284
20110623,20110623,-399436523,0.02670711005602995,8601.150391,8619.389648,8559.330078,8567.280273,1841400.0,8590.5439452,8681.8580078,8819.75302735001,8849.037190816673,36.79875772456001
20110624,20110624,543346152,0.026838257151923044,8567.459961,8569.589844,8508.160156,8532.830078,2049400.0,8569.890039,8651.358984299999,8806.97451170001,8848.700032616673,35.343681804347746
20110627,20110627,154845834,0.02503498563747514,8456.360352,8519.209961,8433.459961,8500.160156,2003800.0,8563.786132599998,8630.0799804,8791.48251950001,8847.093196666674,33.97181379947276
20110628,20110628,-1004569796,0.025361208842801308,8536.129883,8572.620117,8478.69043,8478.860352,1840800.0,8540.0341796,8595.0450195,8774.241552700008,8844.302376366675,33.07054551091289
20110629,20110629,4869038779,0.025849634415929326,8540.349609,8598.219727,8499.240234,8573.379883,2338600.0,8530.502148399999,8569.2379883,8753.468554650008,8842.470377666674,40.601368336536964
20110630,20110630,7475401576,0.025423470125384793,8582.080078,8652.589844,8576.650391,8652.589844,2275800.0,8547.5640626,8569.0540039,8732.980566400009,8841.594710350008,46.077090305182594
20110701,20110701,4412846759,0.024904090110667992,8684.389648,8744.200195,8659.570313,8739.820313,2416000.0,8588.962109600001,8579.426074300001,8720.403564450009,8839.725374416674,51.39144735328362
20110704,20110704,1157957214,0.024874501013262877,8801.509766,8808.469727,8772.330078,8774.719727,2317600.0,8643.874023800003,8603.8300782,8706.825537150009,8837.608707750007,53.3714419567361
20110705,20110705,-343286509,0.025101116833655037,8777.219727,8794.139648,8743.450195,8784.44043,2195200.0,8704.990039400003,8622.512109500001,8693.192578200007,8835.773714266672,53.93429275044627
20110706,20110706,141322967,0.024906387527547508,8790.94043,8842.169922,8768.349609,8824.44043,2197000.0,8755.202148800003,8642.8521486,8684.038086050006,8834.843229250006,56.27331755064624
20110707,20110707,2051583374,0.02513368596828216,8795.0,8795.879883,8757.469727,8773.419922,2347600.0,8779.368164400003,8663.466113500002,8672.662060650007,8835.523730550007,52.60431571224132
20110708,20110708,-4527212126,0.024921105941056915,8782.719727,8839.139648,8740.0,8749.549805,2652000.0,8781.314062800002,8685.138086200002,8668.248535250006,8835.012890716673,50.93120822948134
20110711,20110711,-6547391213,0.024675657016070763,8749.549805,8749.549805,8633.549805,8665.849609,2013200.0,8759.540039200001,8701.707031500002,8665.893505950005,8832.731543050006,45.47005282276739
20110712,20110712,-11009718814,0.02386089409602835,8581.429688,8595.070313,8479.900391,8491.009766,2547400.0,8700.853906400002,8702.921972900001,8648.983496200006,8828.94637053334,36.63358674617076
20110713,20110713,-9199070964,0.024516717843774346,8480.259766,8539.179688,8452.860352,8488.05957,2393600.0,8633.5777344,8694.389941600002,8631.813964950006,8825.17268888334,36.50467372921238
20110714,20110714,-3975884728,0.025532982247370502,8495.509766,8531.959961,8410.44043,8481.349609,2518200.0,8575.163671799999,8677.265918100002,8623.159961000007,8822.552685616673,36.19271844668265
20110715,20110715,-4168561063,0.026126168080398676,8494.700195,8579.799805,8462.049805,8574.910156,2598800.0,8540.235741999999,8660.7749024,8620.100488350006,8818.579850333339,43.449406879985595
20110718,20110718,-5758885159,0.026764290753906617,8550.160156,8580.330078,8473.910156,8538.570313,2457000.0,8514.7798828,8637.159961000001,8620.495019600006,8811.595182366673,41.47633205545829
20110719,20110719,-3960040249,0.02677243427448566,8528.200195,8554.410156,8490.790039,8524.570313,2247800.0,8521.4919922,8611.1729493,8616.842529400006,8804.180859450007,40.70935287709407
20110720,20110720,8933441805,0.026991623767672872,8612.530273,8706.169922,8612.530273,8706.169922,2872000.0,8565.114062600001,8599.3458985,8621.099023550005,8800.104524816674,52.88103341172946
20110721,20110721,635376064,0.027078128308278635,8705.839844,8725.969727,8683.049805,8717.139648,2804400.0,8612.2720704,8593.7178711,8628.591992300006,8796.254524816673,53.501994283941066
20110722,20110722,6743988512,0.027154941179934118,8770.950195,8794.480469,8741.089844,8765.320313,3259600.0,8650.354101800001,8595.2949219,8640.216504050006,8791.522363366674,56.23036332784629
20110725,20110725,-1729047972,0.02727430551995697,8764.679688,8786.030273,8661.759766,8683.509766,2429400.0,8679.3419924,8597.060937600001,8649.383984550006,8785.568033950007,50.78161798523615
20110726,20110726,5723683691,0.026583845841258568,8700.589844,8794.240234,8689.150391,8794.240234,2358200.0,8733.2759766,8627.3839844,8665.152978650007,8782.007535900007,56.87301911885599
20110727,20110727,-2154465001,0.025994019052344195,8775.179688,8819.929688,8754.509766,8817.490234,2979000.0,8755.540039,8660.3270508,8677.358496200006,8779.864371833339,58.04708512320895
20110728,20110728,-9444433059,0.027132886451660714,8739.830078,8790.679688,8702.839844,8767.200195,2852400.0,8765.5521484,8688.9121094,8683.089013750006,8776.861881600005,54.585579206602056
20110729,20110729,-13002529549,0.027132593816585247,8737.719727,8771.639648,8638.669922,8644.179688,3088600.0,8741.3240234,8695.8390626,8678.306982500008,8770.62137053334,47.17463661506361
20110801,20110801,8249604434,0.027918319938191816,8629.969727,8707.870117,8629.969727,8701.379883,3193600.0,8744.898046799999,8712.1200196,8674.639990300007,8766.023860766672,50.53726107226577
20110802,20110802,-4459251787,0.028462586436678924,8629.089844,8629.089844,8557.700195,8584.719727,2822400.0,8702.993945400001,8718.134961,8664.653955150006,8758.51118173334,44.338228250590014
20110803,20110803,-18426895305,0.02779073836463315,8466.349609,8472.269531,8360.730469,8456.860352,3447400.0,8630.867969000003,8693.204004000001,8646.274951250007,8749.070849716672,38.73080355615903
20110804,20110804,-8713419551,0.028024590353753737,8472.370117,8496.070313,8317.269531,8317.269531,3285200.0,8540.881836200002,8653.2169923,8623.467431700006,8737.352002050007,33.71724426808767
20110805,20110805,-20085730418,0.026993815309702705,7962.870117,7975.819823999999,7844.77002,7853.129883,4304800.0,8382.671875200002,8561.997949300001,8578.646435600007,8717.676171966674,23.03849746033972
20110808,20110808,-33609929057,0.026121150156890975,7769.600098000001,7799.490234000001,7451.290039,7552.799805,4298800.0,8152.9558596000015,8448.9269532,8522.993945400007,8693.44599618334,18.87317971617035
20110809,20110809,-30854791962,0.024026901263997136,7261.540039,7599.140137,7148.759765999999,7493.120117,5373400.0,7934.635937600002,8318.8149415,8473.099462950007,8669.802832116673,18.17016369363121
20110810,20110810,-29979809483,0.026047410004900573,7717.580078,7751.589844,7632.339844,7736.319823999999,4546000.0,7790.5278320000025,8210.697900500001,8435.512475650006,8650.67333178334,29.667503512936232
20110811,20110811,-8679462389,0.025828190337693534,7566.390137,7761.399901999999,7499.540039,7719.089844,3751200.0,7670.891894600003,8105.886865400002,8397.399487400007,8630.244165116674,29.3528429856567
20110812,20110812,-21600486772,0.028260408678653967,7825.799805,7853.529785,7637.02002,7637.02002,3474600.0,7627.669922000004,8005.170898600001,8350.504980600006,8609.313167400007,27.838280874784076
20110815,20110815,3029914098,0.030019084660124356,7769.169922,7819.390137,7748.459961,7819.390137,2220000.0,7680.987988400004,7916.971924,8314.545971800007,8592.352498466675,35.76938830546635
20110816,20110816,-4674844799,0.03145587840116053,7886.930176000001,7896.189941,7778.649901999999,7798.589844,2422600.0,7742.081933800005,7838.3589357,8278.246948350006,8576.537166433342,35.29294057143678
20110817,20110817,-13043753253,0.03225306066689987,7807.669922,7821.990234000001,7732.319823999999,7741.759765999999,2395200.0,7743.169922200005,7766.8488771,8230.026440550007,8559.622990000007,33.9619061319993
